Teleconnexió,Fase,Variable,Subregió,Estació,Període,Anomalia mitjana,Unitat,N mesos
NAO,Negativa,SST,Golf del Lleó,Tardor,1981-1990,-0.2001,°C,16
NAO,Negativa,SST,Golf del Lleó,Tardor,1991-2000,-0.1955,°C,17
NAO,Negativa,SST,Golf del Lleó,Tardor,2001-2010,-0.0282,°C,18
NAO,Negativa,SST,Golf del Lleó,Tardor,2011-2020,0.4725,°C,15
NAO,Negativa,SST,Mediterrani central occidental,Hivern,Tots,-0.1456,°C,28
NAO,Negativa,SST,Mediterrani central occidental,Hivern,1981-1990,-0.297,°C,8
NAO,Negativa,SST,Mediterrani central occidental,Hivern,1991-2000,0.1233,°C,5
NAO,Negativa,SST,Mediterrani central occidental,Hivern,2001-2010,-0.2218,°C,13
NAO,Negativa,SST,Mediterrani central occidental,Hivern,2011-2020,0.2836,°C,2
NAO,Negativa,SST,Mediterrani central occidental,Primavera,Tots,-0.1219,°C,40
NAO,Negativa,SST,Mediterrani central occidental,Primavera,1981-1990,-0.5128,°C,12
NAO,Negativa,SST,Mediterrani central occidental,Primavera,1991-2000,-0.058,°C,11
NAO,Negativa,SST,Mediterrani central occidental,Primavera,2001-2010,0.0382,°C,10
NAO,Negativa,SST,Mediterrani central occidental,Primavera,2011-2020,0.2192,°C,7
NAO,Negativa,SST,Mediterrani central occidental,Estiu,Tots,0.1515,°C,57
NAO,Negativa,SST,Mediterrani central occidental,Estiu,1981-1990,-0.2916,°C,12
NAO,Negativa,SST,Mediterrani central occidental,Estiu,1991-2000,-0.2776,°C,11
NAO,Negativa,SST,Mediterrani central occidental,Estiu,2001-2010,0.1738,°C,18
NAO,Negativa,SST,Mediterrani central occidental,Estiu,2011-2020,0.7538,°C,16
NAO,Negativa,SST,Mediterrani central occidental,Tardor,Tots,-0.0064,°C,66
NAO,Negativa,SST,Mediterrani central occidental,Tardor,1981-1990,-0.1455,°C,16
NAO,Negativa,SST,Mediterrani central occidental,Tardor,1991-2000,-0.2806,°C,17
NAO,Negativa,SST,Mediterrani central occidental,Tardor,2001-2010,-0.064,°C,18
NAO,Negativa,SST,Mediterrani central occidental,Tardor,2011-2020,0.5219,°C,15
NAO,Neutral,Precipitació,Llevant Ibèric,Hivern,Tots,8.9954,mm,23
NAO,Neutral,Precipitació,Llevant Ibèric,Hivern,1981-1990,1.7983,mm,5
NAO,Neutral,Precipitació,Llevant Ibèric,Hivern,1991-2000,15.6345,mm,8
NAO,Neutral,Precipitació,Llevant Ibèric,Hivern,2001-2010,4.1239,mm,6
NAO,Neutral,Precipitació,Llevant Ibèric,Hivern,2011-2020,12.021,mm,4
NAO,Neutral,Precipitació,Llevant Ibèric,Primavera,Tots,-1.9212,mm,28
NAO,Neutral,Precipitació,Llevant Ibèric,Primavera,1981-1990,-11.6099,mm,7
NAO,Neutral,Precipitació,Llevant Ibèric,Primavera,1991-2000,-17.8263,mm,6
NAO,Neutral,Precipitació,Llevant Ibèric,Primavera,2001-2010,9.7032,mm,8
NAO,Neutral,Precipitació,Llevant Ibèric,Primavera,2011-2020,8.1156,mm,7
NAO,Neutral,Precipitació,Llevant Ibèric,Estiu,Tots,-1.5929,mm,19
NAO,Neutral,Precipitació,Llevant Ibèric,Estiu,1981-1990,-7.4373,mm,2
NAO,Neutral,Precipitació,Llevant Ibèric,Estiu,1991-2000,-1.8638,mm,5
NAO,Neutral,Precipitació,Llevant Ibèric,Estiu,2001-2010,-3.6068,mm,7
NAO,Neutral,Precipitació,Llevant Ibèric,Estiu,2011-2020,3.8353,mm,5
NAO,Neutral,Precipitació,Llevant Ibèric,Tardor,Tots,3.722,mm,22
NAO,Neutral,Precipitació,Llevant Ibèric,Tardor,1981-1990,3.9866,mm,4
NAO,Neutral,Precipitació,Llevant Ibèric,Tardor,1991-2000,-12.6807,mm,4
NAO,Neutral,Precipitació,Llevant Ibèric,Tardor,2001-2010,26.0018,mm,7
NAO,Neutral,Precipitació,Llevant Ibèric,Tardor,2011-2020,-9.3361,mm,7
NAO,Neutral,Precipitació,Catalunya-Balears,Hivern,Tots,5.75,mm,23
NAO,Neutral,Precipitació,Catalunya-Balears,Hivern,1981-1990,-9.7463,mm,5
NAO,Neutral,Precipitació,Catalunya-Balears,Hivern,1991-2000,4.6572,mm,8
NAO,Neutral,Precipitació,Catalunya-Balears,Hivern,2001-2010,5.1107,mm,6
NAO,Neutral,Precipitació,Catalunya-Balears,Hivern,2011-2020,28.2652,mm,4
NAO,Neutral,Precipitació,Catalunya-Balears,Primavera,Tots,3.1121,mm,28
NAO,Neutral,Precipitació,Catalunya-Balears,Primavera,1981-1990,-0.4701,mm,7
NAO,Neutral,Precipitació,Catalunya-Balears,Primavera,1991-2000,-2.6258,mm,6
NAO,Neutral,Precipitació,Catalunya-Balears,Primavera,2001-2010,7.1273,mm,8
NAO,Neutral,Precipitació,Catalunya-Balears,Primavera,2011-2020,7.0237,mm,7
NAO,Neutral,Precipitació,Catalunya-Balears,Estiu,Tots,-6.3401,mm,19
NAO,Neutral,Precipitació,Catalunya-Balears,Estiu,1981-1990,0.1305,mm,2
NAO,Neutral,Precipitació,Catalunya-Balears,Estiu,1991-2000,-4.4564,mm,5
NAO,Neutral,Precipitació,Catalunya-Balears,Estiu,2001-2010,-8.763,mm,7
NAO,Neutral,Precipitació,Catalunya-Balears,Estiu,2011-2020,-7.4198,mm,5
NAO,Neutral,Precipitació,Catalunya-Balears,Tardor,Tots,5.7968,mm,22
NAO,Neutral,Precipitació,Catalunya-Balears,Tardor,1981-1990,1.2097,mm,4
NAO,Neutral,Precipitació,Catalunya-Balears,Tardor,1991-2000,2.3114,mm,4
NAO,Neutral,Precipitació,Catalunya-Balears,Tardor,2001-2010,22.0904,mm,7
NAO,Neutral,Precipitació,Catalunya-Balears,Tardor,2011-2020,-5.8839,mm,7
NAO,Neutral,Precipitació,Golf del Lleó,Hivern,Tots,2.3717,mm,23
NAO,Neutral,Precipitació,Golf del Lleó,Hivern,1981-1990,-0.7233,mm,5
NAO,Neutral,Precipitació,Golf del Lleó,Hivern,1991-2000,2.6628,mm,8
NAO,Neutral,Precipitació,Golf del Lleó,Hivern,2001-2010,13.9428,mm,6
NAO,Neutral,Precipitació,Golf del Lleó,Hivern,2011-2020,-11.6985,mm,4
NAO,Neutral,Precipitació,Golf del Lleó,Primavera,Tots,2.196,mm,28
NAO,Neutral,Precipitació,Golf del Lleó,Primavera,1981-1990,15.632,mm,7
NAO,Neutral,Precipitació,Golf del Lleó,Primavera,1991-2000,-0.6738,mm,6
NAO,Neutral,Precipitació,Golf del Lleó,Primavera,2001-2010,-11.4139,mm,8
NAO,Neutral,Precipitació,Golf del Lleó,Primavera,2011-2020,6.7739,mm,7
NAO,Neutral,Precipitació,Golf del Lleó,Estiu,Tots,-10.8696,mm,19
NAO,Neutral,Precipitació,Golf del Lleó,Estiu,1981-1990,5.0775,mm,2
NAO,Neutral,Precipitació,Golf del Lleó,Estiu,1991-2000,-5.0324,mm,5
NAO,Neutral,Precipitació,Golf del Lleó,Estiu,2001-2010,-21.4598,mm,7
NAO,Neutral,Precipitació,Golf del Lleó,Estiu,2011-2020,-8.2592,mm,5
NAO,Neutral,Precipitació,Golf del Lleó,Tardor,Tots,-3.459,mm,22
NAO,Neutral,Precipitació,Golf del Lleó,Tardor,1981-1990,-20.6284,mm,4
NAO,Neutral,Precipitació,Golf del Lleó,Tardor,1991-2000,38.9765,mm,4
NAO,Neutral,Precipitació,Golf del Lleó,Tardor,2001-2010,-3.6359,mm,7
NAO,Neutral,Precipitació,Golf del Lleó,Tardor,2011-2020,-17.72,mm,7
NAO,Neutral,Precipitació,Mediterrani central occidental,Hivern,Tots,6.9936,mm,23
NAO,Neutral,Precipitació,Mediterrani central occidental,Hivern,1981-1990,-7.3076,mm,5
NAO,Neutral,Precipitació,Mediterrani central occidental,Hivern,1991-2000,-1.9192,mm,8
NAO,Neutral,Precipitació,Mediterrani central occidental,Hivern,2001-2010,13.2413,mm,6
NAO,Neutral,Precipitació,Mediterrani central occidental,Hivern,2011-2020,33.3243,mm,4
NAO,Neutral,Precipitació,Mediterrani central occidental,Primavera,Tots,1.9025,mm,28
NAO,Neutral,Precipitació,Mediterrani central occidental,Primavera,1981-1990,6.6626,mm,7
NAO,Neutral,Precipitació,Mediterrani central occidental,Primavera,1991-2000,-1.3363,mm,6
NAO,Neutral,Precipitació,Mediterrani central occidental,Primavera,2001-2010,1.6386,mm,8
NAO,Neutral,Precipitació,Mediterrani central occidental,Primavera,2011-2020,0.2202,mm,7
NAO,Neutral,Precipitació,Mediterrani central occidental,Estiu,Tots,-3.0131,mm,19
NAO,Neutral,Precipitació,Mediterrani central occidental,Estiu,1981-1990,-1.0437,mm,2
NAO,Neutral,Precipitació,Mediterrani central occidental,Estiu,1991-2000,-3.4056,mm,5
NAO,Neutral,Precipitació,Mediterrani central occidental,Estiu,2001-2010,-4.1245,mm,7
NAO,Neutral,Precipitació,Mediterrani central occidental,Estiu,2011-2020,-1.8523,mm,5
NAO,Neutral,Precipitació,Mediterrani central occidental,Tardor,Tots,3.3895,mm,22
NAO,Neutral,Precipitació,Mediterrani central occidental,Tardor,1981-1990,1.864,mm,4
NAO,Neutral,Precipitació,Mediterrani central occidental,Tardor,1991-2000,2.4418,mm,4
NAO,Neutral,Precipitació,Mediterrani central occidental,Tardor,2001-2010,9.2069,mm,7
NAO,Neutral,Precipitació,Mediterrani central occidental,Tardor,2011-2020,-1.0148,mm,7
NAO,Neutral,Temperatura,Llevant Ibèric,Hivern,Tots,-0.1498,°C,23
NAO,Neutral,Temperatura,Llevant Ibèric,Hivern,1981-1990,-0.3643,°C,5
NAO,Neutral,Temperatura,Llevant Ibèric,Hivern,1991-2000,-0.3803,°C,8
NAO,Neutral,Temperatura,Llevant Ibèric,Hivern,2001-2010,0.5152,°C,6
NAO,Neutral,Temperatura,Llevant Ibèric,Hivern,2011-2020,-0.4183,°C,4
NAO,Neutral,Temperatura,Llevant Ibèric,Primavera,Tots,0.1154,°C,28
NAO,Neutral,Temperatura,Llevant Ibèric,Primavera,1981-1990,-0.3162,°C,7
NAO,Neutral,Temperatura,Llevant Ibèric,Primavera,1991-2000,0.0509,°C,6
NAO,Neutral,Temperatura,Llevant Ibèric,Primavera,2001-2010,0.2442,°C,8
NAO,Neutral,Temperatura,Llevant Ibèric,Primavera,2011-2020,0.4552,°C,7
NAO,Neutral,Temperatura,Llevant Ibèric,Estiu,Tots,0.242,°C,19
NAO,Neutral,Temperatura,Llevant Ibèric,Estiu,1981-1990,-1.0014,°C,2
NAO,Neutral,Temperatura,Llevant Ibèric,Estiu,1991-2000,-0.23,°C,5
NAO,Neutral,Temperatura,Llevant Ibèric,Estiu,2001-2010,0.4443,°C,7
NAO,Neutral,Temperatura,Llevant Ibèric,Estiu,2011-2020,0.9283,°C,5
NAO,Neutral,Temperatura,Llevant Ibèric,Tardor,Tots,-0.065,°C,22
NAO,Neutral,Temperatura,Llevant Ibèric,Tardor,1981-1990,-0.071,°C,4
NAO,Neutral,Temperatura,Llevant Ibèric,Tardor,1991-2000,-0.889,°C,4
NAO,Neutral,Temperatura,Llevant Ibèric,Tardor,2001-2010,-0.2709,°C,7
NAO,Neutral,Temperatura,Llevant Ibèric,Tardor,2011-2020,0.6151,°C,7
NAO,Neutral,Temperatura,Catalunya-Balears,Hivern,Tots,-0.274,°C,23
NAO,Neutral,Temperatura,Catalunya-Balears,Hivern,1981-1990,-0.4651,°C,5
NAO,Neutral,Temperatura,Catalunya-Balears,Hivern,1991-2000,-0.2784,°C,8
NAO,Neutral,Temperatura,Catalunya-Balears,Hivern,2001-2010,0.2969,°C,6
NAO,Neutral,Temperatura,Catalunya-Balears,Hivern,2011-2020,-0.8829,°C,4
NAO,Neutral,Temperatura,Catalunya-Balears,Primavera,Tots,0.0142,°C,28
NAO,Neutral,Temperatura,Catalunya-Balears,Primavera,1981-1990,-0.6138,°C,7
NAO,Neutral,Temperatura,Catalunya-Balears,Primavera,1991-2000,-0.2752,°C,6
NAO,Neutral,Temperatura,Catalunya-Balears,Primavera,2001-2010,0.3625,°C,8
NAO,Neutral,Temperatura,Catalunya-Balears,Primavera,2011-2020,0.4924,°C,7
NAO,Neutral,Temperatura,Catalunya-Balears,Estiu,Tots,0.2432,°C,19
NAO,Neutral,Temperatura,Catalunya-Balears,Estiu,1981-1990,-0.9993,°C,2
NAO,Neutral,Temperatura,Catalunya-Balears,Estiu,1991-2000,-0.2813,°C,5
NAO,Neutral,Temperatura,Catalunya-Balears,Estiu,2001-2010,0.4558,°C,7
NAO,Neutral,Temperatura,Catalunya-Balears,Estiu,2011-2020,0.9669,°C,5
NAO,Neutral,Temperatura,Catalunya-Balears,Tardor,Tots,-0.0284,°C,22
NAO,Neutral,Temperatura,Catalunya-Balears,Tardor,1981-1990,0.0514,°C,4
NAO,Neutral,Temperatura,Catalunya-Balears,Tardor,1991-2000,-1.0699,°C,4
NAO,Neutral,Temperatura,Catalunya-Balears,Tardor,2001-2010,-0.1484,°C,7
NAO,Neutral,Temperatura,Catalunya-Balears,Tardor,2011-2020,0.6411,°C,7
NAO,Neutral,Temperatura,Golf del Lleó,Hivern,Tots,-0.5046,°C,23
NAO,Neutral,Temperatura,Golf del Lleó,Hivern,1981-1990,-0.5127,°C,5
NAO,Neutral,Temperatura,Golf del Lleó,Hivern,1991-2000,-0.5307,°C,8
NAO,Neutral,Temperatura,Golf del Lleó,Hivern,2001-2010,0.3222,°C,6
NAO,Neutral,Temperatura,Golf del Lleó,Hivern,2011-2020,-1.6823,°C,4
NAO,Neutral,Temperatura,Golf del Lleó,Primavera,Tots,-0.1191,°C,28
NAO,Neutral,Temperatura,Golf del Lleó,Primavera,1981-1990,-1.1658,°C,7
NAO,Neutral,Temperatura,Golf del Lleó,Primavera,1991-2000,-0.602,°C,6
NAO,Neutral,Temperatura,Golf del Lleó,Primavera,2001-2010,0.6808,°C,8
NAO,Neutral,Temperatura,Golf del Lleó,Primavera,2011-2020,0.4274,°C,7
NAO,Neutral,Temperatura,Golf del Lleó,Estiu,Tots,0.2666,°C,19
NAO,Neutral,Temperatura,Golf del Lleó,Estiu,1981-1990,-1.3847,°C,2
NAO,Neutral,Temperatura,Golf del Lleó,Estiu,1991-2000,-0.3912,°C,5
NAO,Neutral,Temperatura,Golf del Lleó,Estiu,2001-2010,0.5432,°C,7
NAO,Neutral,Temperatura,Golf del Lleó,Estiu,2011-2020,1.1977,°C,5
NAO,Neutral,Temperatura,Golf del Lleó,Tardor,Tots,0.1385,°C,22
NAO,Neutral,Temperatura,Golf del Lleó,Tardor,1981-1990,0.2947,°C,4
NAO,Neutral,Temperatura,Golf del Lleó,Tardor,1991-2000,-1.0538,°C,4
NAO,Neutral,Temperatura,Golf del Lleó,Tardor,2001-2010,0.0754,°C,7
NAO,Neutral,Temperatura,Golf del Lleó,Tardor,2011-2020,0.7938,°C,7
NAO,Neutral,Temperatura,Mediterrani central occidental,Hivern,Tots,-0.2212,°C,23
NAO,Neutral,Temperatura,Mediterrani central occidental,Hivern,1981-1990,-0.2893,°C,5
NAO,Neutral,Temperatura,Mediterrani central occidental,Hivern,1991-2000,-0.2426,°C,8
NAO,Neutral,Temperatura,Mediterrani central occidental,Hivern,2001-2010,0.297,°C,6
NAO,Neutral,Temperatura,Mediterrani central occidental,Hivern,2011-2020,-0.8707,°C,4
NAO,Neutral,Temperatura,Mediterrani central occidental,Primavera,Tots,-0.0331,°C,28
NAO,Neutral,Temperatura,Mediterrani central occidental,Primavera,1981-1990,-0.7054,°C,7
NAO,Neutral,Temperatura,Mediterrani central occidental,Primavera,1991-2000,-0.3747,°C,6
NAO,Neutral,Temperatura,Mediterrani central occidental,Primavera,2001-2010,0.3715,°C,8
NAO,Neutral,Temperatura,Mediterrani central occidental,Primavera,2011-2020,0.4698,°C,7
NAO,Neutral,Temperatura,Mediterrani central occidental,Estiu,Tots,0.1744,°C,19
NAO,Neutral,Temperatura,Mediterrani central occidental,Estiu,1981-1990,-1.029,°C,2
NAO,Neutral,Temperatura,Mediterrani central occidental,Estiu,1991-2000,-0.513,°C,5
NAO,Neutral,Temperatura,Mediterrani central occidental,Estiu,2001-2010,0.3494,°C,7
NAO,Neutral,Temperatura,Mediterrani central occidental,Estiu,2011-2020,1.0983,°C,5
NAO,Neutral,Temperatura,Mediterrani central occidental,Tardor,Tots,0.0771,°C,22
NAO,Neutral,Temperatura,Mediterrani central occidental,Tardor,1981-1990,-0.1541,°C,4
NAO,Neutral,Temperatura,Mediterrani central occidental,Tardor,1991-2000,-0.8835,°C,4
NAO,Neutral,Temperatura,Mediterrani central occidental,Tardor,2001-2010,0.1059,°C,7
NAO,Neutral,Temperatura,Mediterrani central occidental,Tardor,2011-2020,0.7292,°C,7
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Hivern,Tots,0.0162,m3/m3,23
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Hivern,1981-1990,0.0272,m3/m3,5
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Hivern,1991-2000,0.0248,m3/m3,8
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Hivern,2001-2010,0.0057,m3/m3,6
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Hivern,2011-2020,0.001,m3/m3,4
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Primavera,Tots,-0.008,m3/m3,28
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Primavera,1981-1990,-0.0037,m3/m3,7
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Primavera,1991-2000,-0.0356,m3/m3,6
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Primavera,2001-2010,0.0019,m3/m3,8
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Primavera,2011-2020,0.0,m3/m3,7
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Estiu,Tots,-0.005,m3/m3,19
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Estiu,1981-1990,0.0074,m3/m3,2
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Estiu,1991-2000,-0.0071,m3/m3,5
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Estiu,2001-2010,-0.006,m3/m3,7
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Estiu,2011-2020,-0.0066,m3/m3,5
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Tardor,Tots,-0.0027,m3/m3,22
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Tardor,1981-1990,-0.0239,m3/m3,4
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Tardor,1991-2000,-0.0001,m3/m3,4
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Tardor,2001-2010,0.0249,m3/m3,7
NAO,Neutral,Humitat del sòl,Llevant Ibèric,Tardor,2011-2020,-0.0196,m3/m3,7
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Hivern,Tots,0.0071,m3/m3,23
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Hivern,1981-1990,0.009,m3/m3,5
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Hivern,1991-2000,0.0085,m3/m3,8
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Hivern,2001-2010,0.0073,m3/m3,6
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Hivern,2011-2020,0.0014,m3/m3,4
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Primavera,Tots,0.0007,m3/m3,28
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Primavera,1981-1990,0.0159,m3/m3,7
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Primavera,1991-2000,-0.0065,m3/m3,6
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Primavera,2001-2010,-0.0115,m3/m3,8
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Primavera,2011-2020,0.0058,m3/m3,7
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Estiu,Tots,-0.0169,m3/m3,19
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Estiu,1981-1990,0.0367,m3/m3,2
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Estiu,1991-2000,-0.0202,m3/m3,5
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Estiu,2001-2010,-0.0223,m3/m3,7
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Estiu,2011-2020,-0.0273,m3/m3,5
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Tardor,Tots,0.0008,m3/m3,22
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Tardor,1981-1990,-0.0241,m3/m3,4
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Tardor,1991-2000,0.0082,m3/m3,4
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Tardor,2001-2010,0.0153,m3/m3,7
NAO,Neutral,Humitat del sòl,Catalunya-Balears,Tardor,2011-2020,-0.0036,m3/m3,7
NAO,Neutral,Humitat del sòl,Golf del Lleó,Hivern,Tots,0.0027,m3/m3,23
NAO,Neutral,Humitat del sòl,Golf del Lleó,Hivern,1981-1990,0.0036,m3/m3,5
NAO,Neutral,Humitat del sòl,Golf del Lleó,Hivern,1991-2000,0.0002,m3/m3,8
NAO,Neutral,Humitat del sòl,Golf del Lleó,Hivern,2001-2010,0.0095,m3/m3,6
NAO,Neutral,Humitat del sòl,Golf del Lleó,Hivern,2011-2020,-0.0038,m3/m3,4
NAO,Neutral,Humitat del sòl,Golf del Lleó,Primavera,Tots,0.0031,m3/m3,28
NAO,Neutral,Humitat del sòl,Golf del Lleó,Primavera,1981-1990,0.016,m3/m3,7
NAO,Neutral,Humitat del sòl,Golf del Lleó,Primavera,1991-2000,0.004,m3/m3,6
NAO,Neutral,Humitat del sòl,Golf del Lleó,Primavera,2001-2010,-0.0097,m3/m3,8
NAO,Neutral,Humitat del sòl,Golf del Lleó,Primavera,2011-2020,0.0041,m3/m3,7
NAO,Neutral,Humitat del sòl,Golf del Lleó,Estiu,Tots,-0.0191,m3/m3,19
NAO,Neutral,Humitat del sòl,Golf del Lleó,Estiu,1981-1990,0.0323,m3/m3,2
NAO,Neutral,Humitat del sòl,Golf del Lleó,Estiu,1991-2000,-0.0079,m3/m3,5
NAO,Neutral,Humitat del sòl,Golf del Lleó,Estiu,2001-2010,-0.0395,m3/m3,7
NAO,Neutral,Humitat del sòl,Golf del Lleó,Estiu,2011-2020,-0.0223,m3/m3,5
NAO,Neutral,Humitat del sòl,Golf del Lleó,Tardor,Tots,-0.0044,m3/m3,22
NAO,Neutral,Humitat del sòl,Golf del Lleó,Tardor,1981-1990,-0.0314,m3/m3,4
NAO,Neutral,Humitat del sòl,Golf del Lleó,Tardor,1991-2000,0.0224,m3/m3,4
NAO,Neutral,Humitat del sòl,Golf del Lleó,Tardor,2001-2010,-0.0041,m3/m3,7
NAO,Neutral,Humitat del sòl,Golf del Lleó,Tardor,2011-2020,-0.0045,m3/m3,7
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Hivern,Tots,0.0114,m3/m3,23
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Hivern,1981-1990,0.0055,m3/m3,5
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Hivern,1991-2000,0.0081,m3/m3,8
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Hivern,2001-2010,0.019,m3/m3,6
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Hivern,2011-2020,0.0143,m3/m3,4
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Primavera,Tots,0.0003,m3/m3,28
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Primavera,1981-1990,0.0169,m3/m3,7
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Primavera,1991-2000,0.0033,m3/m3,6
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Primavera,2001-2010,-0.016,m3/m3,8
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Primavera,2011-2020,-0.0004,m3/m3,7
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Estiu,Tots,-0.0086,m3/m3,19
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Estiu,1981-1990,0.0248,m3/m3,2
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Estiu,1991-2000,-0.0171,m3/m3,5
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Estiu,2001-2010,-0.0105,m3/m3,7
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Estiu,2011-2020,-0.011,m3/m3,5
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Tardor,Tots,-0.0014,m3/m3,22
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Tardor,1981-1990,-0.009,m3/m3,4
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Tardor,1991-2000,0.015,m3/m3,4
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Tardor,2001-2010,-0.0111,m3/m3,7
NAO,Neutral,Humitat del sòl,Mediterrani central occidental,Tardor,2011-2020,0.0032,m3/m3,7
NAO,Neutral,SST,Llevant Ibèric,Hivern,Tots,-0.0553,°C,23
NAO,Neutral,SST,Llevant Ibèric,Hivern,1981-1990,-0.2274,°C,5
NAO,Neutral,SST,Llevant Ibèric,Hivern,1991-2000,-0.0953,°C,8
NAO,Neutral,SST,Llevant Ibèric,Hivern,2001-2010,-0.0124,°C,6
NAO,Neutral,SST,Llevant Ibèric,Hivern,2011-2020,0.1757,°C,4
NAO,Neutral,SST,Llevant Ibèric,Primavera,Tots,0.0638,°C,28
NAO,Neutral,SST,Llevant Ibèric,Primavera,1981-1990,-0.3935,°C,7
NAO,Neutral,SST,Llevant Ibèric,Primavera,1991-2000,0.0341,°C,6
NAO,Neutral,SST,Llevant Ibèric,Primavera,2001-2010,0.1812,°C,8
NAO,Neutral,SST,Llevant Ibèric,Primavera,2011-2020,0.4126,°C,7
NAO,Neutral,SST,Llevant Ibèric,Estiu,Tots,0.1675,°C,19
NAO,Neutral,SST,Llevant Ibèric,Estiu,1981-1990,-1.1202,°C,2
NAO,Neutral,SST,Llevant Ibèric,Estiu,1991-2000,-0.1863,°C,5
NAO,Neutral,SST,Llevant Ibèric,Estiu,2001-2010,0.4408,°C,7
NAO,Neutral,SST,Llevant Ibèric,Estiu,2011-2020,0.6535,°C,5
NAO,Neutral,SST,Llevant Ibèric,Tardor,Tots,-0.0238,°C,22
NAO,Neutral,SST,Llevant Ibèric,Tardor,1981-1990,-0.0546,°C,4
NAO,Neutral,SST,Llevant Ibèric,Tardor,1991-2000,-0.9107,°C,4
NAO,Neutral,SST,Llevant Ibèric,Tardor,2001-2010,-0.1035,°C,7
NAO,Neutral,SST,Llevant Ibèric,Tardor,2011-2020,0.5804,°C,7
NAO,Neutral,SST,Catalunya-Balears,Hivern,Tots,-0.0762,°C,23
NAO,Neutral,SST,Catalunya-Balears,Hivern,1981-1990,-0.368,°C,5
NAO,Neutral,SST,Catalunya-Balears,Hivern,1991-2000,-0.1298,°C,8
NAO,Neutral,SST,Catalunya-Balears,Hivern,2001-2010,0.0561,°C,6
NAO,Neutral,SST,Catalunya-Balears,Hivern,2011-2020,0.197,°C,4
NAO,Neutral,SST,Catalunya-Balears,Primavera,Tots,0.068,°C,28
NAO,Neutral,SST,Catalunya-Balears,Primavera,1981-1990,-0.4246,°C,7
NAO,Neutral,SST,Catalunya-Balears,Primavera,1991-2000,-0.1241,°C,6
NAO,Neutral,SST,Catalunya-Balears,Primavera,2001-2010,0.2517,°C,8
NAO,Neutral,SST,Catalunya-Balears,Primavera,2011-2020,0.5152,°C,7
NAO,Neutral,SST,Catalunya-Balears,Estiu,Tots,0.1614,°C,19
NAO,Neutral,SST,Catalunya-Balears,Estiu,1981-1990,-0.9634,°C,2
