Indicador,Teleconnexió,Fase,Estació,Subregió,Període,Percentatge mesos,N episodis,N mesos
Sòl molt sec,NAO,Negativa,Estiu,Catalunya-Balears,2011-2020,25.0,4,16
Sòl molt sec,NAO,Negativa,Tardor,Catalunya-Balears,Tots,19.7,13,66
Sòl molt sec,NAO,Negativa,Tardor,Catalunya-Balears,1981-1990,12.5,2,16
Sòl molt sec,NAO,Negativa,Tardor,Catalunya-Balears,1991-2000,17.65,3,17
Sòl molt sec,NAO,Negativa,Tardor,Catalunya-Balears,2001-2010,33.33,6,18
Sòl molt sec,NAO,Negativa,Tardor,Catalunya-Balears,2011-2020,13.33,2,15
Sòl molt sec,NAO,Negativa,Hivern,Golf del Lleó,Tots,3.57,1,28
Sòl molt sec,NAO,Negativa,Hivern,Golf del Lleó,1981-1990,0.0,0,8
Sòl molt sec,NAO,Negativa,Hivern,Golf del Lleó,1991-2000,0.0,0,5
Sòl molt sec,NAO,Negativa,Hivern,Golf del Lleó,2001-2010,7.69,1,13
Sòl molt sec,NAO,Negativa,Hivern,Golf del Lleó,2011-2020,0.0,0,2
Sòl molt sec,NAO,Negativa,Primavera,Golf del Lleó,Tots,15.0,6,40
Sòl molt sec,NAO,Negativa,Primavera,Golf del Lleó,1981-1990,8.33,1,12
Sòl molt sec,NAO,Negativa,Primavera,Golf del Lleó,1991-2000,27.27,3,11
Sòl molt sec,NAO,Negativa,Primavera,Golf del Lleó,2001-2010,10.0,1,10
Sòl molt sec,NAO,Negativa,Primavera,Golf del Lleó,2011-2020,14.29,1,7
Sòl molt sec,NAO,Negativa,Estiu,Golf del Lleó,Tots,24.56,14,57
Sòl molt sec,NAO,Negativa,Estiu,Golf del Lleó,1981-1990,8.33,1,12
Sòl molt sec,NAO,Negativa,Estiu,Golf del Lleó,1991-2000,18.18,2,11
Sòl molt sec,NAO,Negativa,Estiu,Golf del Lleó,2001-2010,27.78,5,18
Sòl molt sec,NAO,Negativa,Estiu,Golf del Lleó,2011-2020,37.5,6,16
Sòl molt sec,NAO,Negativa,Tardor,Golf del Lleó,Tots,16.67,11,66
Sòl molt sec,NAO,Negativa,Tardor,Golf del Lleó,1981-1990,25.0,4,16
Sòl molt sec,NAO,Negativa,Tardor,Golf del Lleó,1991-2000,5.88,1,17
Sòl molt sec,NAO,Negativa,Tardor,Golf del Lleó,2001-2010,27.78,5,18
Sòl molt sec,NAO,Negativa,Tardor,Golf del Lleó,2011-2020,6.67,1,15
Sòl molt sec,NAO,Negativa,Hivern,Mediterrani central occidental,Tots,7.14,2,28
Sòl molt sec,NAO,Negativa,Hivern,Mediterrani central occidental,1981-1990,12.5,1,8
Sòl molt sec,NAO,Negativa,Hivern,Mediterrani central occidental,1991-2000,0.0,0,5
Sòl molt sec,NAO,Negativa,Hivern,Mediterrani central occidental,2001-2010,7.69,1,13
Sòl molt sec,NAO,Negativa,Hivern,Mediterrani central occidental,2011-2020,0.0,0,2
Sòl molt sec,NAO,Negativa,Primavera,Mediterrani central occidental,Tots,25.0,10,40
Sòl molt sec,NAO,Negativa,Primavera,Mediterrani central occidental,1981-1990,25.0,3,12
Sòl molt sec,NAO,Negativa,Primavera,Mediterrani central occidental,1991-2000,45.45,5,11
Sòl molt sec,NAO,Negativa,Primavera,Mediterrani central occidental,2001-2010,10.0,1,10
Sòl molt sec,NAO,Negativa,Primavera,Mediterrani central occidental,2011-2020,14.29,1,7
Sòl molt sec,NAO,Negativa,Estiu,Mediterrani central occidental,Tots,12.28,7,57
Sòl molt sec,NAO,Negativa,Estiu,Mediterrani central occidental,1981-1990,25.0,3,12
Sòl molt sec,NAO,Negativa,Estiu,Mediterrani central occidental,1991-2000,0.0,0,11
Sòl molt sec,NAO,Negativa,Estiu,Mediterrani central occidental,2001-2010,16.67,3,18
Sòl molt sec,NAO,Negativa,Estiu,Mediterrani central occidental,2011-2020,6.25,1,16
Sòl molt sec,NAO,Negativa,Tardor,Mediterrani central occidental,Tots,30.3,20,66
Sòl molt sec,NAO,Negativa,Tardor,Mediterrani central occidental,1981-1990,43.75,7,16
Sòl molt sec,NAO,Negativa,Tardor,Mediterrani central occidental,1991-2000,23.53,4,17
Sòl molt sec,NAO,Negativa,Tardor,Mediterrani central occidental,2001-2010,22.22,4,18
Sòl molt sec,NAO,Negativa,Tardor,Mediterrani central occidental,2011-2020,33.33,5,15
Sòl molt humit,NAO,Negativa,Hivern,Llevant Ibèric,Tots,50.0,14,28
Sòl molt humit,NAO,Negativa,Hivern,Llevant Ibèric,1981-1990,62.5,5,8
Sòl molt humit,NAO,Negativa,Hivern,Llevant Ibèric,1991-2000,60.0,3,5
Sòl molt humit,NAO,Negativa,Hivern,Llevant Ibèric,2001-2010,46.15,6,13
Sòl molt humit,NAO,Negativa,Hivern,Llevant Ibèric,2011-2020,0.0,0,2
Sòl molt humit,NAO,Negativa,Primavera,Llevant Ibèric,Tots,50.0,20,40
Sòl molt humit,NAO,Negativa,Primavera,Llevant Ibèric,1981-1990,66.67,8,12
Sòl molt humit,NAO,Negativa,Primavera,Llevant Ibèric,1991-2000,45.45,5,11
Sòl molt humit,NAO,Negativa,Primavera,Llevant Ibèric,2001-2010,40.0,4,10
Sòl molt humit,NAO,Negativa,Primavera,Llevant Ibèric,2011-2020,42.86,3,7
Sòl molt humit,NAO,Negativa,Estiu,Llevant Ibèric,Tots,24.56,14,57
Sòl molt humit,NAO,Negativa,Estiu,Llevant Ibèric,1981-1990,33.33,4,12
Sòl molt humit,NAO,Negativa,Estiu,Llevant Ibèric,1991-2000,27.27,3,11
Sòl molt humit,NAO,Negativa,Estiu,Llevant Ibèric,2001-2010,27.78,5,18
Sòl molt humit,NAO,Negativa,Estiu,Llevant Ibèric,2011-2020,12.5,2,16
Sòl molt humit,NAO,Negativa,Tardor,Llevant Ibèric,Tots,34.85,23,66
Sòl molt humit,NAO,Negativa,Tardor,Llevant Ibèric,1981-1990,62.5,10,16
Sòl molt humit,NAO,Negativa,Tardor,Llevant Ibèric,1991-2000,23.53,4,17
Sòl molt humit,NAO,Negativa,Tardor,Llevant Ibèric,2001-2010,16.67,3,18
Sòl molt humit,NAO,Negativa,Tardor,Llevant Ibèric,2011-2020,40.0,6,15
Sòl molt humit,NAO,Negativa,Hivern,Catalunya-Balears,Tots,39.29,11,28
Sòl molt humit,NAO,Negativa,Hivern,Catalunya-Balears,1981-1990,25.0,2,8
Sòl molt humit,NAO,Negativa,Hivern,Catalunya-Balears,1991-2000,80.0,4,5
Sòl molt humit,NAO,Negativa,Hivern,Catalunya-Balears,2001-2010,38.46,5,13
Sòl molt humit,NAO,Negativa,Hivern,Catalunya-Balears,2011-2020,0.0,0,2
Sòl molt humit,NAO,Negativa,Primavera,Catalunya-Balears,Tots,50.0,20,40
Sòl molt humit,NAO,Negativa,Primavera,Catalunya-Balears,1981-1990,66.67,8,12
Sòl molt humit,NAO,Negativa,Primavera,Catalunya-Balears,1991-2000,36.36,4,11
Sòl molt humit,NAO,Negativa,Primavera,Catalunya-Balears,2001-2010,50.0,5,10
Sòl molt humit,NAO,Negativa,Primavera,Catalunya-Balears,2011-2020,42.86,3,7
Sòl molt humit,NAO,Negativa,Estiu,Catalunya-Balears,Tots,31.58,18,57
Sòl molt humit,NAO,Negativa,Estiu,Catalunya-Balears,1981-1990,33.33,4,12
Sòl molt humit,NAO,Negativa,Estiu,Catalunya-Balears,1991-2000,18.18,2,11
Sòl molt humit,NAO,Negativa,Estiu,Catalunya-Balears,2001-2010,33.33,6,18
Sòl molt humit,NAO,Negativa,Estiu,Catalunya-Balears,2011-2020,37.5,6,16
Sòl molt humit,NAO,Negativa,Tardor,Catalunya-Balears,Tots,39.39,26,66
Sòl molt humit,NAO,Negativa,Tardor,Catalunya-Balears,1981-1990,50.0,8,16
Sòl molt humit,NAO,Negativa,Tardor,Catalunya-Balears,1991-2000,35.29,6,17
Sòl molt humit,NAO,Negativa,Tardor,Catalunya-Balears,2001-2010,27.78,5,18
Sòl molt humit,NAO,Negativa,Tardor,Catalunya-Balears,2011-2020,46.67,7,15
Sòl molt humit,NAO,Negativa,Hivern,Golf del Lleó,Tots,14.29,4,28
Sòl molt humit,NAO,Negativa,Hivern,Golf del Lleó,1981-1990,0.0,0,8
Sòl molt humit,NAO,Negativa,Hivern,Golf del Lleó,1991-2000,60.0,3,5
Sòl molt humit,NAO,Negativa,Hivern,Golf del Lleó,2001-2010,7.69,1,13
Sòl molt humit,NAO,Negativa,Hivern,Golf del Lleó,2011-2020,0.0,0,2
Sòl molt humit,NAO,Negativa,Primavera,Golf del Lleó,Tots,47.5,19,40
Sòl molt humit,NAO,Negativa,Primavera,Golf del Lleó,1981-1990,75.0,9,12
Sòl molt humit,NAO,Negativa,Primavera,Golf del Lleó,1991-2000,36.36,4,11
Sòl molt humit,NAO,Negativa,Primavera,Golf del Lleó,2001-2010,40.0,4,10
Sòl molt humit,NAO,Negativa,Primavera,Golf del Lleó,2011-2020,28.57,2,7
Sòl molt humit,NAO,Negativa,Estiu,Golf del Lleó,Tots,29.82,17,57
Sòl molt humit,NAO,Negativa,Estiu,Golf del Lleó,1981-1990,25.0,3,12
Sòl molt humit,NAO,Negativa,Estiu,Golf del Lleó,1991-2000,27.27,3,11
Sòl molt humit,NAO,Negativa,Estiu,Golf del Lleó,2001-2010,33.33,6,18
Sòl molt humit,NAO,Negativa,Estiu,Golf del Lleó,2011-2020,31.25,5,16
Sòl molt humit,NAO,Negativa,Tardor,Golf del Lleó,Tots,37.88,25,66
Sòl molt humit,NAO,Negativa,Tardor,Golf del Lleó,1981-1990,37.5,6,16
Sòl molt humit,NAO,Negativa,Tardor,Golf del Lleó,1991-2000,64.71,11,17
Sòl molt humit,NAO,Negativa,Tardor,Golf del Lleó,2001-2010,22.22,4,18
Sòl molt humit,NAO,Negativa,Tardor,Golf del Lleó,2011-2020,26.67,4,15
Sòl molt humit,NAO,Negativa,Hivern,Mediterrani central occidental,Tots,42.86,12,28
Sòl molt humit,NAO,Negativa,Hivern,Mediterrani central occidental,1981-1990,25.0,2,8
Sòl molt humit,NAO,Negativa,Hivern,Mediterrani central occidental,1991-2000,40.0,2,5
Sòl molt humit,NAO,Negativa,Hivern,Mediterrani central occidental,2001-2010,46.15,6,13
Sòl molt humit,NAO,Negativa,Hivern,Mediterrani central occidental,2011-2020,100.0,2,2
Sòl molt humit,NAO,Negativa,Primavera,Mediterrani central occidental,Tots,47.5,19,40
Sòl molt humit,NAO,Negativa,Primavera,Mediterrani central occidental,1981-1990,50.0,6,12
Sòl molt humit,NAO,Negativa,Primavera,Mediterrani central occidental,1991-2000,36.36,4,11
Sòl molt humit,NAO,Negativa,Primavera,Mediterrani central occidental,2001-2010,60.0,6,10
Sòl molt humit,NAO,Negativa,Primavera,Mediterrani central occidental,2011-2020,42.86,3,7
Sòl molt humit,NAO,Negativa,Estiu,Mediterrani central occidental,Tots,12.28,7,57
Sòl molt humit,NAO,Negativa,Estiu,Mediterrani central occidental,1981-1990,8.33,1,12
Sòl molt humit,NAO,Negativa,Estiu,Mediterrani central occidental,1991-2000,18.18,2,11
Sòl molt humit,NAO,Negativa,Estiu,Mediterrani central occidental,2001-2010,16.67,3,18
Sòl molt humit,NAO,Negativa,Estiu,Mediterrani central occidental,2011-2020,6.25,1,16
Sòl molt humit,NAO,Negativa,Tardor,Mediterrani central occidental,Tots,39.39,26,66
Sòl molt humit,NAO,Negativa,Tardor,Mediterrani central occidental,1981-1990,25.0,4,16
Sòl molt humit,NAO,Negativa,Tardor,Mediterrani central occidental,1991-2000,41.18,7,17
Sòl molt humit,NAO,Negativa,Tardor,Mediterrani central occidental,2001-2010,55.56,10,18
Sòl molt humit,NAO,Negativa,Tardor,Mediterrani central occidental,2011-2020,33.33,5,15
Mes molt càlid,NAO,Negativa,Hivern,Llevant Ibèric,Tots,21.43,6,28
Mes molt càlid,NAO,Negativa,Hivern,Llevant Ibèric,1981-1990,37.5,3,8
Mes molt càlid,NAO,Negativa,Hivern,Llevant Ibèric,1991-2000,40.0,2,5
Mes molt càlid,NAO,Negativa,Hivern,Llevant Ibèric,2001-2010,7.69,1,13
Mes molt càlid,NAO,Negativa,Hivern,Llevant Ibèric,2011-2020,0.0,0,2
Mes molt càlid,NAO,Negativa,Primavera,Llevant Ibèric,Tots,5.0,2,40
Mes molt càlid,NAO,Negativa,Primavera,Llevant Ibèric,1981-1990,0.0,0,12
Mes molt càlid,NAO,Negativa,Primavera,Llevant Ibèric,1991-2000,0.0,0,11
Mes molt càlid,NAO,Negativa,Primavera,Llevant Ibèric,2001-2010,10.0,1,10
Mes molt càlid,NAO,Negativa,Primavera,Llevant Ibèric,2011-2020,14.29,1,7
Mes molt càlid,NAO,Negativa,Estiu,Llevant Ibèric,Tots,19.3,11,57
Mes molt càlid,NAO,Negativa,Estiu,Llevant Ibèric,1981-1990,0.0,0,12
Mes molt càlid,NAO,Negativa,Estiu,Llevant Ibèric,1991-2000,9.09,1,11
Mes molt càlid,NAO,Negativa,Estiu,Llevant Ibèric,2001-2010,33.33,6,18
Mes molt càlid,NAO,Negativa,Estiu,Llevant Ibèric,2011-2020,25.0,4,16
Mes molt càlid,NAO,Negativa,Tardor,Llevant Ibèric,Tots,15.15,10,66
Mes molt càlid,NAO,Negativa,Tardor,Llevant Ibèric,1981-1990,18.75,3,16
Mes molt càlid,NAO,Negativa,Tardor,Llevant Ibèric,1991-2000,17.65,3,17
Mes molt càlid,NAO,Negativa,Tardor,Llevant Ibèric,2001-2010,5.56,1,18
Mes molt càlid,NAO,Negativa,Tardor,Llevant Ibèric,2011-2020,20.0,3,15
Mes molt càlid,NAO,Negativa,Hivern,Catalunya-Balears,Tots,14.29,4,28
Mes molt càlid,NAO,Negativa,Hivern,Catalunya-Balears,1981-1990,25.0,2,8
Mes molt càlid,NAO,Negativa,Hivern,Catalunya-Balears,1991-2000,40.0,2,5
Mes molt càlid,NAO,Negativa,Hivern,Catalunya-Balears,2001-2010,0.0,0,13
Mes molt càlid,NAO,Negativa,Hivern,Catalunya-Balears,2011-2020,0.0,0,2
Mes molt càlid,NAO,Negativa,Primavera,Catalunya-Balears,Tots,5.0,2,40
Mes molt càlid,NAO,Negativa,Primavera,Catalunya-Balears,1981-1990,0.0,0,12
Mes molt càlid,NAO,Negativa,Primavera,Catalunya-Balears,1991-2000,0.0,0,11
Mes molt càlid,NAO,Negativa,Primavera,Catalunya-Balears,2001-2010,10.0,1,10
Mes molt càlid,NAO,Negativa,Primavera,Catalunya-Balears,2011-2020,14.29,1,7
Mes molt càlid,NAO,Negativa,Estiu,Catalunya-Balears,Tots,14.04,8,57
Mes molt càlid,NAO,Negativa,Estiu,Catalunya-Balears,1981-1990,0.0,0,12
Mes molt càlid,NAO,Negativa,Estiu,Catalunya-Balears,1991-2000,9.09,1,11
Mes molt càlid,NAO,Negativa,Estiu,Catalunya-Balears,2001-2010,16.67,3,18
Mes molt càlid,NAO,Negativa,Estiu,Catalunya-Balears,2011-2020,25.0,4,16
Mes molt càlid,NAO,Negativa,Tardor,Catalunya-Balears,Tots,10.61,7,66
Mes molt càlid,NAO,Negativa,Tardor,Catalunya-Balears,1981-1990,6.25,1,16
Mes molt càlid,NAO,Negativa,Tardor,Catalunya-Balears,1991-2000,11.76,2,17
Mes molt càlid,NAO,Negativa,Tardor,Catalunya-Balears,2001-2010,5.56,1,18
Mes molt càlid,NAO,Negativa,Tardor,Catalunya-Balears,2011-2020,20.0,3,15
Mes molt càlid,NAO,Negativa,Hivern,Golf del Lleó,Tots,21.43,6,28
Mes molt càlid,NAO,Negativa,Hivern,Golf del Lleó,1981-1990,37.5,3,8
Mes molt càlid,NAO,Negativa,Hivern,Golf del Lleó,1991-2000,40.0,2,5
Mes molt càlid,NAO,Negativa,Hivern,Golf del Lleó,2001-2010,7.69,1,13
Mes molt càlid,NAO,Negativa,Hivern,Golf del Lleó,2011-2020,0.0,0,2
Mes molt càlid,NAO,Negativa,Primavera,Golf del Lleó,Tots,10.0,4,40
Mes molt càlid,NAO,Negativa,Primavera,Golf del Lleó,1981-1990,8.33,1,12
Mes molt càlid,NAO,Negativa,Primavera,Golf del Lleó,1991-2000,9.09,1,11
Mes molt càlid,NAO,Negativa,Primavera,Golf del Lleó,2001-2010,10.0,1,10
Mes molt càlid,NAO,Negativa,Primavera,Golf del Lleó,2011-2020,14.29,1,7
Mes molt càlid,NAO,Negativa,Estiu,Golf del Lleó,Tots,21.05,12,57
Mes molt càlid,NAO,Negativa,Estiu,Golf del Lleó,1981-1990,8.33,1,12
Mes molt càlid,NAO,Negativa,Estiu,Golf del Lleó,1991-2000,9.09,1,11
Mes molt càlid,NAO,Negativa,Estiu,Golf del Lleó,2001-2010,16.67,3,18
Mes molt càlid,NAO,Negativa,Estiu,Golf del Lleó,2011-2020,43.75,7,16
Mes molt càlid,NAO,Negativa,Tardor,Golf del Lleó,Tots,15.15,10,66
Mes molt càlid,NAO,Negativa,Tardor,Golf del Lleó,1981-1990,6.25,1,16
Mes molt càlid,NAO,Negativa,Tardor,Golf del Lleó,1991-2000,11.76,2,17
Mes molt càlid,NAO,Negativa,Tardor,Golf del Lleó,2001-2010,16.67,3,18
Mes molt càlid,NAO,Negativa,Tardor,Golf del Lleó,2011-2020,26.67,4,15
Mes molt càlid,NAO,Negativa,Hivern,Mediterrani central occidental,Tots,10.71,3,28
Mes molt càlid,NAO,Negativa,Hivern,Mediterrani central occidental,1981-1990,12.5,1,8
Mes molt càlid,NAO,Negativa,Hivern,Mediterrani central occidental,1991-2000,40.0,2,5
Mes molt càlid,NAO,Negativa,Hivern,Mediterrani central occidental,2001-2010,0.0,0,13
Mes molt càlid,NAO,Negativa,Hivern,Mediterrani central occidental,2011-2020,0.0,0,2
Mes molt càlid,NAO,Negativa,Primavera,Mediterrani central occidental,Tots,5.0,2,40
Mes molt càlid,NAO,Negativa,Primavera,Mediterrani central occidental,1981-1990,0.0,0,12
Mes molt càlid,NAO,Negativa,Primavera,Mediterrani central occidental,1991-2000,0.0,0,11
Mes molt càlid,NAO,Negativa,Primavera,Mediterrani central occidental,2001-2010,10.0,1,10
Mes molt càlid,NAO,Negativa,Primavera,Mediterrani central occidental,2011-2020,14.29,1,7
Mes molt càlid,NAO,Negativa,Estiu,Mediterrani central occidental,Tots,19.3,11,57
Mes molt càlid,NAO,Negativa,Estiu,Mediterrani central occidental,1981-1990,16.67,2,12
Mes molt càlid,NAO,Negativa,Estiu,Mediterrani central occidental,1991-2000,9.09,1,11
Mes molt càlid,NAO,Negativa,Estiu,Mediterrani central occidental,2001-2010,16.67,3,18
Mes molt càlid,NAO,Negativa,Estiu,Mediterrani central occidental,2011-2020,31.25,5,16
Mes molt càlid,NAO,Negativa,Tardor,Mediterrani central occidental,Tots,12.12,8,66
Mes molt càlid,NAO,Negativa,Tardor,Mediterrani central occidental,1981-1990,12.5,2,16
Mes molt càlid,NAO,Negativa,Tardor,Mediterrani central occidental,1991-2000,11.76,2,17
Mes molt càlid,NAO,Negativa,Tardor,Mediterrani central occidental,2001-2010,5.56,1,18
Mes molt càlid,NAO,Negativa,Tardor,Mediterrani central occidental,2011-2020,20.0,3,15
Mes molt fred,NAO,Negativa,Hivern,Llevant Ibèric,Tots,21.43,6,28
Mes molt fred,NAO,Negativa,Hivern,Llevant Ibèric,1981-1990,25.0,2,8
Mes molt fred,NAO,Negativa,Hivern,Llevant Ibèric,1991-2000,0.0,0,5
Mes molt fred,NAO,Negativa,Hivern,Llevant Ibèric,2001-2010,30.77,4,13
Mes molt fred,NAO,Negativa,Hivern,Llevant Ibèric,2011-2020,0.0,0,2
Mes molt fred,NAO,Negativa,Primavera,Llevant Ibèric,Tots,15.0,6,40
Mes molt fred,NAO,Negativa,Primavera,Llevant Ibèric,1981-1990,33.33,4,12
Mes molt fred,NAO,Negativa,Primavera,Llevant Ibèric,1991-2000,0.0,0,11
Mes molt fred,NAO,Negativa,Primavera,Llevant Ibèric,2001-2010,20.0,2,10
Mes molt fred,NAO,Negativa,Primavera,Llevant Ibèric,2011-2020,0.0,0,7
Mes molt fred,NAO,Negativa,Estiu,Llevant Ibèric,Tots,8.77,5,57
Mes molt fred,NAO,Negativa,Estiu,Llevant Ibèric,1981-1990,16.67,2,12
Mes molt fred,NAO,Negativa,Estiu,Llevant Ibèric,1991-2000,18.18,2,11
Mes molt fred,NAO,Negativa,Estiu,Llevant Ibèric,2001-2010,5.56,1,18
Mes molt fred,NAO,Negativa,Estiu,Llevant Ibèric,2011-2020,0.0,0,16
Mes molt fred,NAO,Negativa,Tardor,Llevant Ibèric,Tots,18.18,12,66
Mes molt fred,NAO,Negativa,Tardor,Llevant Ibèric,1981-1990,0.0,0,16
Mes molt fred,NAO,Negativa,Tardor,Llevant Ibèric,1991-2000,41.18,7,17
Mes molt fred,NAO,Negativa,Tardor,Llevant Ibèric,2001-2010,27.78,5,18
Mes molt fred,NAO,Negativa,Tardor,Llevant Ibèric,2011-2020,0.0,0,15
Mes molt fred,NAO,Negativa,Hivern,Catalunya-Balears,Tots,32.14,9,28
Mes molt fred,NAO,Negativa,Hivern,Catalunya-Balears,1981-1990,50.0,4,8
Mes molt fred,NAO,Negativa,Hivern,Catalunya-Balears,1991-2000,0.0,0,5
Mes molt fred,NAO,Negativa,Hivern,Catalunya-Balears,2001-2010,38.46,5,13
Mes molt fred,NAO,Negativa,Hivern,Catalunya-Balears,2011-2020,0.0,0,2
Mes molt fred,NAO,Negativa,Primavera,Catalunya-Balears,Tots,15.0,6,40
Mes molt fred,NAO,Negativa,Primavera,Catalunya-Balears,1981-1990,41.67,5,12
Mes molt fred,NAO,Negativa,Primavera,Catalunya-Balears,1991-2000,0.0,0,11
Mes molt fred,NAO,Negativa,Primavera,Catalunya-Balears,2001-2010,10.0,1,10
Mes molt fred,NAO,Negativa,Primavera,Catalunya-Balears,2011-2020,0.0,0,7
Mes molt fred,NAO,Negativa,Estiu,Catalunya-Balears,Tots,12.28,7,57
Mes molt fred,NAO,Negativa,Estiu,Catalunya-Balears,1981-1990,8.33,1,12
Mes molt fred,NAO,Negativa,Estiu,Catalunya-Balears,1991-2000,27.27,3,11
Mes molt fred,NAO,Negativa,Estiu,Catalunya-Balears,2001-2010,11.11,2,18
Mes molt fred,NAO,Negativa,Estiu,Catalunya-Balears,2011-2020,6.25,1,16
Mes molt fred,NAO,Negativa,Tardor,Catalunya-Balears,Tots,19.7,13,66
Mes molt fred,NAO,Negativa,Tardor,Catalunya-Balears,1981-1990,12.5,2,16
Mes molt fred,NAO,Negativa,Tardor,Catalunya-Balears,1991-2000,35.29,6,17
Mes molt fred,NAO,Negativa,Tardor,Catalunya-Balears,2001-2010,27.78,5,18
Mes molt fred,NAO,Negativa,Tardor,Catalunya-Balears,2011-2020,0.0,0,15
Mes molt fred,NAO,Negativa,Hivern,Golf del Lleó,Tots,42.86,12,28
Mes molt fred,NAO,Negativa,Hivern,Golf del Lleó,1981-1990,50.0,4,8
Mes molt fred,NAO,Negativa,Hivern,Golf del Lleó,1991-2000,0.0,0,5
Mes molt fred,NAO,Negativa,Hivern,Golf del Lleó,2001-2010,61.54,8,13
Mes molt fred,NAO,Negativa,Hivern,Golf del Lleó,2011-2020,0.0,0,2
Mes molt fred,NAO,Negativa,Primavera,Golf del Lleó,Tots,25.0,10,40
Mes molt fred,NAO,Negativa,Primavera,Golf del Lleó,1981-1990,58.33,7,12
Mes molt fred,NAO,Negativa,Primavera,Golf del Lleó,1991-2000,9.09,1,11
Mes molt fred,NAO,Negativa,Primavera,Golf del Lleó,2001-2010,20.0,2,10
Mes molt fred,NAO,Negativa,Primavera,Golf del Lleó,2011-2020,0.0,0,7
Mes molt fred,NAO,Negativa,Estiu,Golf del Lleó,Tots,24.56,14,57
Mes molt fred,NAO,Negativa,Estiu,Golf del Lleó,1981-1990,25.0,3,12
Mes molt fred,NAO,Negativa,Estiu,Golf del Lleó,1991-2000,36.36,4,11
Mes molt fred,NAO,Negativa,Estiu,Golf del Lleó,2001-2010,27.78,5,18
Mes molt fred,NAO,Negativa,Estiu,Golf del Lleó,2011-2020,12.5,2,16
Mes molt fred,NAO,Negativa,Tardor,Golf del Lleó,Tots,24.24,16,66
Mes molt fred,NAO,Negativa,Tardor,Golf del Lleó,1981-1990,18.75,3,16
Mes molt fred,NAO,Negativa,Tardor,Golf del Lleó,1991-2000,41.18,7,17
Mes molt fred,NAO,Negativa,Tardor,Golf del Lleó,2001-2010,33.33,6,18
Mes molt fred,NAO,Negativa,Tardor,Golf del Lleó,2011-2020,0.0,0,15
Mes molt fred,NAO,Negativa,Hivern,Mediterrani central occidental,Tots,28.57,8,28
Mes molt fred,NAO,Negativa,Hivern,Mediterrani central occidental,1981-1990,37.5,3,8
Mes molt fred,NAO,Negativa,Hivern,Mediterrani central occidental,1991-2000,0.0,0,5
Mes molt fred,NAO,Negativa,Hivern,Mediterrani central occidental,2001-2010,38.46,5,13
Mes molt fred,NAO,Negativa,Hivern,Mediterrani central occidental,2011-2020,0.0,0,2
Mes molt fred,NAO,Negativa,Primavera,Mediterrani central occidental,Tots,15.0,6,40
Mes molt fred,NAO,Negativa,Primavera,Mediterrani central occidental,1981-1990,41.67,5,12
Mes molt fred,NAO,Negativa,Primavera,Mediterrani central occidental,1991-2000,0.0,0,11
Mes molt fred,NAO,Negativa,Primavera,Mediterrani central occidental,2001-2010,10.0,1,10
Mes molt fred,NAO,Negativa,Primavera,Mediterrani central occidental,2011-2020,0.0,0,7
Mes molt fred,NAO,Negativa,Estiu,Mediterrani central occidental,Tots,10.53,6,57
Mes molt fred,NAO,Negativa,Estiu,Mediterrani central occidental,1981-1990,16.67,2,12
Mes molt fred,NAO,Negativa,Estiu,Mediterrani central occidental,1991-2000,27.27,3,11
Mes molt fred,NAO,Negativa,Estiu,Mediterrani central occidental,2001-2010,5.56,1,18
Mes molt fred,NAO,Negativa,Estiu,Mediterrani central occidental,2011-2020,0.0,0,16
Mes molt fred,NAO,Negativa,Tardor,Mediterrani central occidental,Tots,12.12,8,66
Mes molt fred,NAO,Negativa,Tardor,Mediterrani central occidental,1981-1990,12.5,2,16
Mes molt fred,NAO,Negativa,Tardor,Mediterrani central occidental,1991-2000,17.65,3,17
Mes molt fred,NAO,Negativa,Tardor,Mediterrani central occidental,2001-2010,16.67,3,18
Mes molt fred,NAO,Negativa,Tardor,Mediterrani central occidental,2011-2020,0.0,0,15
Mes molt sec,NAO,Negativa,Hivern,Llevant Ibèric,Tots,0.0,0,28
Mes molt sec,NAO,Negativa,Hivern,Llevant Ibèric,1981-1990,0.0,0,8
Mes molt sec,NAO,Negativa,Hivern,Llevant Ibèric,1991-2000,0.0,0,5
Mes molt sec,NAO,Negativa,Hivern,Llevant Ibèric,2001-2010,0.0,0,13
